VMID,VMNAME,VMSIZE,NICID,NICID1,PRIVATEIP
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/CO-NP-EASTUS-IDDBSTNHOSTS-RG/providers/Microsoft.Compute/virtualMachines/UEMCIDDBSTN3NP1,UEMCIDDBSTN3NP1,Standard_B4ms,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddbstnhosts-rg/providers/Microsoft.Network/networkInterfaces/uemciddbstn3np1530,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddbstnhosts-rg/providers/Microsoft.Network/networkInterfaces/uemciddbstn3np1530,10.16.0.142
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/CO-NP-EASTUS-IDDKDR-RG/providers/Microsoft.Compute/virtualMachines/UEMCICD1SCIPNP1,UEMCICD1SCIPNP1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddkdr-rg/providers/Microsoft.Network/networkInterfaces/uemcicd1scipnp1246,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddkdr-rg/providers/Microsoft.Network/networkInterfaces/uemcicd1scipnp1246,10.16.1.155
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/CO-NP-EASTUS-IDDVNET-RG/providers/Microsoft.Compute/virtualMachines/UEMPEN1SCIPNP1,UEMPEN1SCIPNP1,Standard_B8ms,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddvnet-rg/providers/Microsoft.Network/networkInterfaces/uempen1scipnp1572,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddvnet-rg/providers/Microsoft.Network/networkInterfaces/uempen1scipnp1572,10.3.20.212
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-CYBERIAM-CLIENT1-QA1/providers/Microsoft.Compute/virtualMachines/UEMCCICL3QA1,UEMCCICL3QA1,Standard_B4ms,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-cyberiam-client1-qa1/providers/Microsoft.Network/networkInterfaces/uemccicl3qa1814,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-cyberiam-client1-qa1/providers/Microsoft.Network/networkInterfaces/uemccicl3qa1814,10.16.1.146
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV1IDDNP1,UEMCDEV1IDDNP1,Standard_B4ms,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev1iddnp148,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev1iddnp148,10.16.0.147
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV2IDDNP1,UEMCDEV2IDDNP1,Standard_B1s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev2iddnp1599,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev2iddnp1599,10.16.0.148
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV3IDDNP1,UEMCDEV3IDDNP1,Standard_B1s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev3iddnp11,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev3iddnp11,10.16.0.149
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV4IDDNP1,UEMCDEV4IDDNP1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev4iddnp127,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev4iddnp127,10.16.0.150
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV5IDDNP1,UEMCDEV5IDDNP1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev5iddnp1272,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev5iddnp1272,10.16.0.151
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV6IDDNP1,UEMCDEV6IDDNP1,Standard_B1s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev6iddnp1941,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev6iddnp1941,10.16.0.138
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV7IDDNP1,UEMCDEV7IDDNP1,Standard_B1s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev7iddnp1778,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcdev7iddnp1778,10.16.0.143
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV8IDDNP1,UEMCDEV8IDDNP1,Standard_B1s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCDEV8IDDNP1-nic-569352aaff0943259bac4d6339876fec,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCDEV8IDDNP1-nic-569352aaff0943259bac4d6339876fec,10.16.0.145
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCDEV9IDDNP1,UEMCDEV9IDDNP1,Standard_B1s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCDEV9IDDNP1-nic-0fea910025d242f9a259007f63cc3822,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCDEV9IDDNP1-nic-0fea910025d242f9a259007f63cc3822,10.16.0.146
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCICD1IDDNP1,UEMCICD1IDDNP1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcicd1iddnp1596,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcicd1iddnp1596,10.16.1.138
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCIDDNEXUSNP1,UEMCIDDNEXUSNP1,Standard_DS1_v2,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemciddnexusnp1614,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemciddnexusnp1614,10.16.0.140
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCLOAD1IDDNP1,UEMCLOAD1IDDNP1,Standard_DS1_v2,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcload1iddnp1826,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/uemcload1iddnp1826,10.16.0.137
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCSALTIDDNP1,UEMCSALTIDDNP1,Standard_B4ms,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCSALTIDDNP1-nic,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCSALTIDDNP1-nic,10.16.0.139
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCSMTP1IDDNP1,UEMCSMTP1IDDNP1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCSMTP1IDDNP1-nic-new,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCSMTP1IDDNP1-nic-new,10.16.0.136
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-IDD-SHAREDSERVICES-CS1/providers/Microsoft.Compute/virtualMachines/UEMCSMTP2IDDNP1,UEMCSMTP2IDDNP1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCSMTP2IDDNP1-nic-new,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-idd-sharedservices-cs1/providers/Microsoft.Network/networkInterfaces/UEMCSMTP2IDDNP1-nic-new,10.16.0.134
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-USE-ODP-AD0-AGENTS/providers/Microsoft.Compute/virtualMachines/UEMODPADONP1,UEMODPADONP1,Standard_D4s_v3,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-use-odp-AD0-Agents/providers/Microsoft.Network/networkInterfaces/uemodpadonp1945,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-use-odp-AD0-Agents/providers/Microsoft.Network/networkInterfaces/uemodpadonp1945,10.16.0.144
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/RGP-USE-ODP-AD0-AGENTS/providers/Microsoft.Compute/virtualMachines/UEMODPADONP2,UEMODPADONP2,Standard_D4s_v3,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-use-odp-AD0-Agents/providers/Microsoft.Network/networkInterfaces/uemodpadonp2471,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/rgp-use-odp-AD0-Agents/providers/Microsoft.Network/networkInterfaces/uemodpadonp2471,10.16.0.152
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-PE-ADO-rg/providers/Microsoft.Compute/virtualMachines/packerimagetest,packerimagetest,Standard_D4s_v3,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-PE-ADO-rg/providers/Microsoft.Network/networkInterfaces/packerimagetest710,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-PE-ADO-rg/providers/Microsoft.Network/networkInterfaces/packerimagetest710,10.16.70.6
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-cyberiam-poc-rg/providers/Microsoft.Compute/virtualMachines/uemcmac1mnp1,uemcmac1mnp1,Standard_D2s_v3,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-cyberiam-poc-rg/providers/Microsoft.Network/networkInterfaces/uemcmac1mnp170,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-cyberiam-poc-rg/providers/Microsoft.Network/networkInterfaces/uemcmac1mnp170,10.16.1.152
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-govpharmamgmt-rg/providers/Microsoft.Compute/virtualMachines/UEMCGPWTNP1,UEMCGPWTNP1,Standard_B8ms,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-GOVPharmamgmt-rg/providers/Microsoft.Network/networkInterfaces/uemcgpwtnp1962,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-GOVPharmamgmt-rg/providers/Microsoft.Network/networkInterfaces/uemcgpwtnp1962,10.16.1.164
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddbstnhosts-rg/providers/Microsoft.Compute/virtualMachines/UEMCIDDBSTN1NP1,UEMCIDDBSTN1NP1,Standard_D8s_v3,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddbstnhosts-rg/providers/Microsoft.Network/networkInterfaces/UEMCIDDBSTN1NP1-nic,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddbstnhosts-rg/providers/Microsoft.Network/networkInterfaces/UEMCIDDBSTN1NP1-nic,10.16.0.133
/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddkdr-rg/providers/Microsoft.Compute/virtualMachines/uemcicd2scipnp1,uemcicd2scipnp1,Standard_B2s,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddkdr-rg/providers/Microsoft.Network/networkInterfaces/uemcicd2scipnp1332,/subscriptions/44328f0f-3fad-40a5-ae95-390f5b1a0d8c/resourceGroups/co-np-eastus-iddkdr-rg/providers/Microsoft.Network/networkInterfaces/uemcicd2scipnp1332,10.16.1.157
